"","SiteStationYear","year","stationNumber","NEWloc","exp","siteNumber","meanshootlg","SLnbPIED","nbframe","BUBsum","BUBnbPIED","dens","propBUB","vac01","Count","SL01","BUBprop","BUBsum01","region","yearc"
"1325","FLB_5_2016",2016,5,"FL","B","FLB",NA,NA,125,NA,NA,0,NA,1,1,0,NA,NA,"Trondelag",2016
"1326","FLB_5_2019",2019,5,"FL","B","FLB",14.5,10,21,0,10,0.0476190476190476,0,1,3,1,0,0,"Trondelag",2019
"1327","FLB_5_2021",2021,5,"FL","B","FLB",12.1,10,7,3,10,0.142857142857143,0.3,1,31,1,0.3,1,"Trondelag",2021
"1328","FLB_5_2023",2023,5,"FL","B","FLB",17.3,10,17,0,10,0.0588235294117647,0,1,7,1,0,0,"Trondelag",2023
"1329","FLB_6_2008",2008,6,"FL","B","FLB",8,11,50,2,11,0.02,0.181818181818182,0,0,1,0.181818181818182,1,"Trondelag",2008
"1330","FLB_6_2010",2010,6,"FL","B","FLB",7.5,10,6,4,10,0.166666666666667,0.4,0,0,1,0.4,1,"Trondelag",2010
"1331","FLB_6_2012",2012,6,"FL","B","FLB",12.9090909090909,11,10,0,11,0.1,0,1,2,1,0,0,"Trondelag",2012
"1332","FLB_6_2014",2014,6,"FL","B","FLB",15,11,8,0,11,0.125,0,0,0,1,0,0,"Trondelag",2014
"1333","FLB_6_2016",2016,6,"FL","B","FLB",9.1,10,10,0,10,0.1,0,1,5,1,0,0,"Trondelag",2016
"1334","FLB_6_2019",2019,6,"FL","B","FLB",7.23529411764706,17,22,0,17,0.0454545454545455,0,0,0,1,0,0,"Trondelag",2019
"1335","FLB_6_2021",2021,6,"FL","B","FLB",5.83333333333333,12,16,7,12,0.0625,0.583333333333333,1,3,1,0.583333333333333,1,"Trondelag",2021
"1336","FLB_6_2023",2023,6,"FL","B","FLB",15.8,10,23,0,10,0.0434782608695652,0,0,0,1,0,0,"Trondelag",2023
"1337","FLB_7_2008",2008,7,"FL","B","FLB",5.9,10,6,6,10,0.166666666666667,0.6,0,0,1,0.6,1,"Trondelag",2008
"1338","FLB_7_2010",2010,7,"FL","B","FLB",6.5,10,27,5,10,0.037037037037037,0.5,0,0,1,0.5,1,"Trondelag",2010
"1339","FLB_7_2012",2012,7,"FL","B","FLB",11.5,10,23,2,10,0.0434782608695652,0.2,0,0,1,0.2,1,"Trondelag",2012
"1340","FLB_7_2014",2014,7,"FL","B","FLB",6.4,10,3,0,10,0.333333333333333,0,1,1,1,0,0,"Trondelag",2014
"1341","FLB_7_2016",2016,7,"FL","B","FLB",8.1,10,11,0,10,0.0909090909090909,0,0,0,1,0,0,"Trondelag",2016
"1342","FLB_7_2019",2019,7,"FL","B","FLB",11.0909090909091,11,3,0,11,0.333333333333333,0,1,6,1,0,0,"Trondelag",2019
"1343","FLB_7_2021",2021,7,"FL","B","FLB",16,10,1,1,10,1,0.1,1,24,1,0.1,1,"Trondelag",2021
"1344","FLB_7_2023",2023,7,"FL","B","FLB",25,11,5,0,11,0.2,0,1,21,1,0,0,"Trondelag",2023
"1345","FLB_8_2008",2008,8,"FL","B","FLB",5.08333333333333,12,1,5,12,1,0.416666666666667,1,3,1,0.416666666666667,1,"Trondelag",2008
"1346","FLB_8_2010",2010,8,"FL","B","FLB",9.9,10,2,4,10,0.5,0.4,1,7,1,0.4,1,"Trondelag",2010
"1347","FLB_8_2012",2012,8,"FL","B","FLB",14.8181818181818,22,2,0,22,0.5,0,1,5,1,0,0,"Trondelag",2012
"1348","FLB_8_2014",2014,8,"FL","B","FLB",9.81818181818182,11,2,7,11,0.5,0.636363636363636,1,3,1,0.636363636363636,1,"Trondelag",2014
"1349","FLB_8_2016",2016,8,"FL","B","FLB",7.3,10,1,0,10,1,0,1,7,1,0,0,"Trondelag",2016
"1350","FLB_8_2019",2019,8,"FL","B","FLB",15.4,20,2,0,20,0.5,0,1,9,1,0,0,"Trondelag",2019
"1351","FLB_8_2021",2021,8,"FL","B","FLB",14,12,NA,6,12,NA,0.5,1,5,1,0.5,1,"Trondelag",2021
"1352","FLB_8_2023",2023,8,"FL","B","FLB",13.3,10,2,0,10,0.5,0,1,15,1,0,0,"Trondelag",2023
"1353","FLB_9_2008",2008,9,"FL","B","FLB",9.41176470588235,17,2,8,17,0.5,0.470588235294118,1,9,1,0.470588235294118,1,"Trondelag",2008
"1354","FLB_9_2010",2010,9,"FL","B","FLB",14.2,10,2,8,10,0.5,0.8,1,1,1,0.8,1,"Trondelag",2010
"1355","FLB_9_2012",2012,9,"FL","B","FLB",15.2307692307692,13,3,6,13,0.333333333333333,0.461538461538462,0,0,1,0.461538461538462,1,"Trondelag",2012
"1356","FLB_9_2014",2014,9,"FL","B","FLB",11.8,10,4,6,10,0.25,0.6,1,2,1,0.6,1,"Trondelag",2014
"1357","FLB_9_2016",2016,9,"FL","B","FLB",5.4,10,5,0,10,0.2,0,1,1,1,0,0,"Trondelag",2016
"1358","FLB_9_2019",2019,9,"FL","B","FLB",9.63636363636364,11,5,0,11,0.2,0,0,0,1,0,0,"Trondelag",2019
"1359","FLB_9_2021",2021,9,"FL","B","FLB",7.7,10,5,6,10,0.2,0.6,1,6,1,0.6,1,"Trondelag",2021
"1360","FLB_9_2023",2023,9,"FL","B","FLB",19.2727272727273,11,7,0,11,0.142857142857143,0,1,6,1,0,0,"Trondelag",2023
"1361","FLUB_1_2008",2008,1,"FL","UB","FLUB",3.27272727272727,11,9,0,11,0.111111111111111,0,0,0,1,0,0,"Trondelag",2008
"1362","FLUB_1_2010",2010,1,"FL","UB","FLUB",11.7,10,27,2,10,0.037037037037037,0.2,1,2,1,0.2,1,"Trondelag",2010
"1363","FLUB_1_2012",2012,1,"FL","UB","FLUB",8.8,10,36,0,10,0.0277777777777778,0,0,0,1,0,0,"Trondelag",2012
"1364","FLUB_1_2014",2014,1,"FL","UB","FLUB",8.2,10,87,0,10,0.0114942528735632,0,0,0,1,0,0,"Trondelag",2014
"1365","FLUB_1_2016",2016,1,"FL","UB","FLUB",27,1,125,0,1,0.008,0,0,0,1,0,0,"Trondelag",2016
"1366","FLUB_1_2019",2019,1,"FL","UB","FLUB",16.7272727272727,11,53,0,11,0.0188679245283019,0,0,0,1,0,0,"Trondelag",2019
"1367","FLUB_1_2021",2021,1,"FL","UB","FLUB",NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"Trondelag",2021
"1368","FLUB_1_2023",2023,1,"FL","UB","FLUB",25.5,10,79,0,10,0.0126582278481013,0,0,0,1,0,0,"Trondelag",2023
"1369","FLUB_10_2008",2008,10,"FL","UB","FLUB",10.3571428571429,14,6,3,14,0.166666666666667,0.214285714285714,1,2,1,0.214285714285714,1,"Trondelag",2008
"1370","FLUB_10_2010",2010,10,"FL","UB","FLUB",11.8,10,5,7,10,0.2,0.7,1,1,1,0.7,1,"Trondelag",2010
"1371","FLUB_10_2012",2012,10,"FL","UB","FLUB",8.25,12,6,0,12,0.166666666666667,0,0,0,1,0,0,"Trondelag",2012
"1372","FLUB_10_2014",2014,10,"FL","UB","FLUB",6.3,10,11,0,10,0.0909090909090909,0,0,0,1,0,0,"Trondelag",2014
"1373","FLUB_10_2016",2016,10,"FL","UB","FLUB",8.69230769230769,13,3,0,13,0.333333333333333,0,1,15,1,0,0,"Trondelag",2016
"1374","FLUB_10_2019",2019,10,"FL","UB","FLUB",13.3333333333333,12,2,0,12,0.5,0,1,33,1,0,0,"Trondelag",2019
"1375","FLUB_10_2021",2021,10,"FL","UB","FLUB",11.6,10,8,0,10,0.125,0,1,4,1,0,0,"Trondelag",2021
"1376","FLUB_10_2023",2023,10,"FL","UB","FLUB",17.9,10,11,0,10,0.0909090909090909,0,1,1,1,0,0,"Trondelag",2023
"1377","FLUB_2_2008",2008,2,"FL","UB","FLUB",6.3,10,25,0,10,0.04,0,0,0,1,0,0,"Trondelag",2008
"1378","FLUB_2_2010",2010,2,"FL","UB","FLUB",7.5,10,28,7,10,0.0357142857142857,0.7,0,0,1,0.7,1,"Trondelag",2010
"1379","FLUB_2_2012",2012,2,"FL","UB","FLUB",10.6,10,34,0,10,0.0294117647058824,0,0,0,1,0,0,"Trondelag",2012
"1380","FLUB_2_2014",2014,2,"FL","UB","FLUB",10.8,10,31,0,10,0.032258064516129,0,0,0,1,0,0,"Trondelag",2014
"1381","FLUB_2_2016",2016,2,"FL","UB","FLUB",9.1,10,60,0,10,0.0166666666666667,0,1,1,1,0,0,"Trondelag",2016
"1382","FLUB_2_2019",2019,2,"FL","UB","FLUB",10.3636363636364,11,17,0,11,0.0588235294117647,0,1,6,1,0,0,"Trondelag",2019
"1383","FLUB_2_2021",2021,2,"FL","UB","FLUB",16.1,10,19,0,10,0.0526315789473684,0,1,15,1,0,0,"Trondelag",2021
"1384","FLUB_2_2023",2023,2,"FL","UB","FLUB",14.6,10,14,0,10,0.0714285714285714,0,1,5,1,0,0,"Trondelag",2023
"1385","FLUB_3_2008",2008,3,"FL","UB","FLUB",6.08333333333333,12,0,1,12,Inf,0.0833333333333333,1,1,1,0.0833333333333333,1,"Trondelag",2008
"1386","FLUB_3_2010",2010,3,"FL","UB","FLUB",7.8,10,4,10,10,0.25,1,1,4,1,1,1,"Trondelag",2010
"1387","FLUB_3_2012",2012,3,"FL","UB","FLUB",12.9,10,4,0,10,0.25,0,1,9,1,0,0,"Trondelag",2012
"1388","FLUB_3_2014",2014,3,"FL","UB","FLUB",8.7,10,2,9,10,0.5,0.9,1,1,1,0.9,1,"Trondelag",2014
"1389","FLUB_3_2016",2016,3,"FL","UB","FLUB",10.7,10,6,0,10,0.166666666666667,0,1,5,1,0,0,"Trondelag",2016
"1390","FLUB_3_2019",2019,3,"FL","UB","FLUB",12.8,10,3,0,10,0.333333333333333,0,1,4,1,0,0,"Trondelag",2019
"1391","FLUB_3_2021",2021,3,"FL","UB","FLUB",11.3,10,4,0,10,0.25,0,1,6,1,0,0,"Trondelag",2021
"1392","FLUB_3_2023",2023,3,"FL","UB","FLUB",13.5833333333333,12,3,0,12,0.333333333333333,0,1,13,1,0,0,"Trondelag",2023
"1393","FLUB_4_2008",2008,4,"FL","UB","FLUB",4.9,10,1,1,10,1,0.1,1,24,1,0.1,1,"Trondelag",2008
"1394","FLUB_4_2010",2010,4,"FL","UB","FLUB",8.5,10,1,2,10,1,0.2,1,18,1,0.2,1,"Trondelag",2010
"1395","FLUB_4_2012",2012,4,"FL","UB","FLUB",9.5,12,1,0,12,1,0,1,16,1,0,0,"Trondelag",2012
"1396","FLUB_4_2014",2014,4,"FL","UB","FLUB",14.0769230769231,13,1,2,13,1,0.153846153846154,1,13,1,0.153846153846154,1,"Trondelag",2014
"1397","FLUB_4_2016",2016,4,"FL","UB","FLUB",14.7,10,2,0,10,0.5,0,1,10,1,0,0,"Trondelag",2016
"1398","FLUB_4_2019",2019,4,"FL","UB","FLUB",21.7692307692308,13,2,0,13,0.5,0,1,35,1,0,0,"Trondelag",2019
"1399","FLUB_4_2021",2021,4,"FL","UB","FLUB",30.1,10,1,0,10,1,0,1,19,1,0,0,"Trondelag",2021
"1400","FLUB_4_2023",2023,4,"FL","UB","FLUB",26.5,10,17,0,10,0.0588235294117647,0,1,9,1,0,0,"Trondelag",2023
"1401","FLUB_5_2008",2008,5,"FL","UB","FLUB",7.66666666666667,12,0,4,12,Inf,0.333333333333333,1,2,1,0.333333333333333,1,"Trondelag",2008
"1402","FLUB_5_2010",2010,5,"FL","UB","FLUB",15.8,10,3,9,10,0.333333333333333,0.9,1,4,1,0.9,1,"Trondelag",2010
"1403","FLUB_5_2012",2012,5,"FL","UB","FLUB",11.1818181818182,11,4,0,11,0.25,0,1,6,1,0,0,"Trondelag",2012
"1404","FLUB_5_2014",2014,5,"FL","UB","FLUB",7.81818181818182,11,14,6,11,0.0714285714285714,0.545454545454545,1,1,1,0.545454545454545,1,"Trondelag",2014
"1405","FLUB_5_2016",2016,5,"FL","UB","FLUB",9.63636363636364,11,10,0,11,0.1,0,1,5,1,0,0,"Trondelag",2016
"1406","FLUB_5_2019",2019,5,"FL","UB","FLUB",13.2,10,3,0,10,0.333333333333333,0,1,32,1,0,0,"Trondelag",2019
"1407","FLUB_5_2021",2021,5,"FL","UB","FLUB",28.3,10,3,6,10,0.333333333333333,0.6,1,62,1,0.6,1,"Trondelag",2021
"1408","FLUB_5_2023",2023,5,"FL","UB","FLUB",15.1,10,4,0,10,0.25,0,1,17,1,0,0,"Trondelag",2023
"1409","FLUB_6_2008",2008,6,"FL","UB","FLUB",7.61538461538461,13,3,1,13,0.333333333333333,0.0769230769230769,1,2,1,0.0769230769230769,1,"Trondelag",2008
"1410","FLUB_6_2010",2010,6,"FL","UB","FLUB",15.8,10,4,5,10,0.25,0.5,1,13,1,0.5,1,"Trondelag",2010
"1411","FLUB_6_2012",2012,6,"FL","UB","FLUB",13.0833333333333,12,8,0,12,0.125,0,1,27,1,0,0,"Trondelag",2012
"1412","FLUB_6_2014",2014,6,"FL","UB","FLUB",14.8,10,8,5,10,0.125,0.5,0,0,1,0.5,1,"Trondelag",2014
"1413","FLUB_6_2016",2016,6,"FL","UB","FLUB",13.8,10,18,0,10,0.0555555555555556,0,1,4,1,0,0,"Trondelag",2016
"1414","FLUB_6_2019",2019,6,"FL","UB","FLUB",15.3571428571429,14,18,0,14,0.0555555555555556,0,0,0,1,0,0,"Trondelag",2019
"1415","FLUB_6_2021",2021,6,"FL","UB","FLUB",11.6,10,9,1,10,0.111111111111111,0.1,1,8,1,0.1,1,"Trondelag",2021
"1416","FLUB_6_2023",2023,6,"FL","UB","FLUB",23.1,10,14,0,10,0.0714285714285714,0,1,4,1,0,0,"Trondelag",2023
"1417","FLUB_7_2008",2008,7,"FL","UB","FLUB",6,10,0,3,10,Inf,0.3,0,0,1,0.3,1,"Trondelag",2008
"1418","FLUB_7_2010",2010,7,"FL","UB","FLUB",10.3,10,7,6,10,0.142857142857143,0.6,1,1,1,0.6,1,"Trondelag",2010
"1419","FLUB_7_2012",2012,7,"FL","UB","FLUB",11.1,10,3,0,10,0.333333333333333,0,1,7,1,0,0,"Trondelag",2012
"1420","FLUB_7_2014",2014,7,"FL","UB","FLUB",11.7,10,5,1,10,0.2,0.1,1,1,1,0.1,1,"Trondelag",2014
"1421","FLUB_7_2016",2016,7,"FL","UB","FLUB",11.4,10,4,0,10,0.25,0,1,2,1,0,0,"Trondelag",2016
"1422","FLUB_7_2019",2019,7,"FL","UB","FLUB",17.8,10,3,0,10,0.333333333333333,0,1,12,1,0,0,"Trondelag",2019
"1423","FLUB_7_2021",2021,7,"FL","UB","FLUB",11.6,10,10,0,10,0.1,0,1,4,1,0,0,"Trondelag",2021
"1424","FLUB_7_2023",2023,7,"FL","UB","FLUB",23.1,10,11,0,10,0.0909090909090909,0,1,13,1,0,0,"Trondelag",2023
"1425","FLUB_8_2008",2008,8,"FL","UB","FLUB",6.53846153846154,13,53,2,13,0.0188679245283019,0.153846153846154,0,0,1,0.153846153846154,1,"Trondelag",2008
"1426","FLUB_8_2010",2010,8,"FL","UB","FLUB",7.4,10,55,4,10,0.0181818181818182,0.4,0,0,1,0.4,1,"Trondelag",2010
"1427","FLUB_8_2012",2012,8,"FL","UB","FLUB",8,11,14,0,11,0.0714285714285714,0,1,3,1,0,0,"Trondelag",2012
"1428","FLUB_8_2014",2014,8,"FL","UB","FLUB",8.4,10,85,1,10,0.0117647058823529,0.1,0,0,1,0.1,1,"Trondelag",2014
"1429","FLUB_8_2016",2016,8,"FL","UB","FLUB",9.41666666666667,12,125,0,12,0.008,0,0,0,1,0,0,"Trondelag",2016
"1430","FLUB_8_2019",2019,8,"FL","UB","FLUB",20.4,10,59,0,10,0.0169491525423729,0,0,0,1,0,0,"Trondelag",2019
"1431","FLUB_8_2021",2021,8,"FL","UB","FLUB",12,1,20,0,1,0.05,0,0,0,1,0,0,"Trondelag",2021
"1432","FLUB_8_2023",2023,8,"FL","UB","FLUB",16.2,10,78,0,10,0.0128205128205128,0,0,0,1,0,0,"Trondelag",2023
"1433","FLUB_9_2008",2008,9,"FL","UB","FLUB",6.14285714285714,14,3,0,14,0.333333333333333,0,1,1,1,0,0,"Trondelag",2008
"1434","FLUB_9_2010",2010,9,"FL","UB","FLUB",9.3,10,6,3,10,0.166666666666667,0.3,0,0,1,0.3,1,"Trondelag",2010
"1435","FLUB_9_2012",2012,9,"FL","UB","FLUB",7.7,10,17,0,10,0.0588235294117647,0,0,0,1,0,0,"Trondelag",2012
"1436","FLUB_9_2014",2014,9,"FL","UB","FLUB",7.4,10,24,2,10,0.0416666666666667,0.2,0,0,1,0.2,1,"Trondelag",2014
"1437","FLUB_9_2016",2016,9,"FL","UB","FLUB",7.9,10,24,0,10,0.0416666666666667,0,1,1,1,0,0,"Trondelag",2016
"1438","FLUB_9_2019",2019,9,"FL","UB","FLUB",17.2,10,12,0,10,0.0833333333333333,0,1,10,1,0,0,"Trondelag",2019
"1439","FLUB_9_2021",2021,9,"FL","UB","FLUB",17.1818181818182,11,14,3,11,0.0714285714285714,0.272727272727273,1,7,1,0.272727272727273,1,"Trondelag",2021
"1440","FLUB_9_2023",2023,9,"FL","UB","FLUB",22.2,10,12,0,10,0.0833333333333333,0,1,14,1,0,0,"Trondelag",2023
"1441","HIB_1_2008",2008,1,"HI","B","HIB",10.5454545454545,11,2,0,11,0.5,0,1,12,1,0,0,"Trondelag",2008
"1442","HIB_1_2010",2010,1,"HI","B","HIB",13.5,10,3,6,10,0.333333333333333,0.6,1,8,1,0.6,1,"Trondelag",2010
"1443","HIB_1_2012",2012,1,"HI","B","HIB",17.8666666666667,15,4,0,15,0.25,0,1,27,1,0,0,"Trondelag",2012
"1444","HIB_1_2014",2014,1,"HI","B","HIB",15.3,10,3,0,10,0.333333333333333,0,1,11,1,0,0,"Trondelag",2014
"1445","HIB_1_2016",2016,1,"HI","B","HIB",5.6,10,5,1,10,0.2,0.1,1,4,1,0.1,1,"Trondelag",2016
"1446","HIB_1_2019",2019,1,"HI","B","HIB",15.2142857142857,14,2,0,14,0.5,0,1,24,1,0,0,"Trondelag",2019
"1447","HIB_1_2021",2021,1,"HI","B","HIB",14.5454545454545,11,2,0,11,0.5,0,1,28,1,0,0,"Trondelag",2021
"1448","HIB_1_2023",2023,1,"HI","B","HIB",22.7272727272727,11,4,0,11,0.25,0,1,39,1,0,0,"Trondelag",2023
